station_index,point_index,x_m,z_m,half_breadth_m
16,40,-0.4045084971874737,-0.014835086770901687,0.0
17,0,-0.3926584654403725,-0.0,0.031118157695478744
17,1,-0.3926584654403725,-2.5849651818487636e-05,0.031117988917882006
17,2,-0.3926584654403725,-0.00010323923557460728,0.031116132363967985
17,3,-0.3926584654403725,-0.00023169161874985622,0.03110951795047078
17,4,-0.3926584654403725,-0.0004104148496872051,0.031094049750978053
17,5,-0.3926584654403725,-0.0006383070402364207,0.03106488752785271
17,6,-0.3926584654403725,-0.0009139631592609236,0.031016658893604943
17,7,-0.3926584654403725,-0.001235683695121967,0.030943642508334725
17,8,-0.3926584654403725,-0.0016014851337330335,0.03083993298607026
17,9,-0.3926584654403725,-0.002009112187583763,0.03069959082339269
17,10,-0.3926584654403725,-0.0024560517003374156,0.030516778316598388
17,11,-0.3926584654403725,-0.002939548141275396,0.030285881722843015
17,12,-0.3926584654403725,-0.003456620594060439,0.03000161981677859
17,13,-0.3926584654403725,-0.004004081135077086,0.0296591391076565
17,14,-0.3926584654403725,-0.004578554488040868,0.029254096149641078
17,15,-0.3926584654403725,-0.005176498833698986,0.02878272753210742
17,16,-0.3926584654403725,-0.005794227646323786,0.028241908253111448
17,17,-0.3926584654403725,-0.006427932422369762,0.02762919925540088
17,18,-0.3926584654403725,-0.00707370616116437,0.026942884947491374
17,19,-0.3926584654403725,-0.007727567452866379,0.02618200155359113
17,20,-0.3926584654403725,-0.008385485025181504,0.025346357147657917
17,21,-0.3926584654403725,-0.009043402597496631,0.024436544240631398
17,22,-0.3926584654403725,-0.009697263889198641,0.02345394581782192
17,23,-0.3926584654403725,-0.010343037627993249,0.022400735778270887
17,24,-0.3926584654403725,-0.010976742404039225,0.021279874824886566
17,25,-0.3926584654403725,-0.011594471216664024,0.020095103013988973
17,26,-0.3926584654403725,-0.012192415562322144,0.01885093042644339
17,27,-0.3926584654403725,-0.012766888915285924,0.01755262781905087
17,28,-0.3926584654403725,-0.013314349456302572,0.016206219736566337
17,29,-0.3926584654403725,-0.013831421909087614,0.01481848355465281
17,30,-0.3926584654403725,-0.014314918350025596,0.013396959540875254
17,31,-0.3926584654403725,-0.014761857862779247,0.011949979753012452
17,32,-0.3926584654403725,-0.015169484916629979,0.010486728412411026
17,33,-0.3926584654403725,-0.015535286355241044,0.009017355344859672
17,34,-0.3926584654403725,-0.015857006891102088,0.007553181831888565
17,35,-0.3926584654403725,-0.016132663010126592,0.0061070763670189035
17,36,-0.3926584654403725,-0.016360555200675808,0.004694168878881412
17,37,-0.3926584654403725,-0.016539278431613156,0.0033333226791819157
17,38,-0.3926584654403725,-0.016667730814788406,0.002050634295616382
17,39,-0.3926584654403725,-0.016745120398544526,0.0008903552281293634
17,40,-0.3926584654403725,-0.016770970050363012,0.0
18,0,-0.38020298280001547,-0.0,0.03542186716553384
18,1,-0.38020298280001547,-2.8977571394758932e-05,0.035421722226563125
18,2,-0.38020298280001547,-0.00011573162921536585,0.0354200320325919
18,3,-0.38020298280001547,-0.0002597273058467071,0.03541378975867386
18,4,-0.38020298280001547,-0.00046007682005892665,0.035398823754291577
18,5,-0.38020298280001547,-0.0007155449504739329,0.03537007144646185
18,6,-0.38020298280001547,-0.0010245566511159433,0.03532179806205071
18,7,-0.38020298280001547,-0.0013852067620936826,0.03524779308031564
18,8,-0.38020298280001547,-0.0017952717555446416,0.03514155231471132
18,9,-0.38020298280001547,-0.002252223444423747,0.03499644725361853
18,10,-0.38020298280001547,-0.0027532445696172025,0.034805881396995565
18,11,-0.38020298280001547,-0.0032952461692817617,0.03456343290490649
18,12,-0.38020298280001547,-0.0038748866233216696,0.03426298300300092
18,13,-0.38020298280001547,-0.00448859225558776,0.03389882990416668
18,14,-0.38020298280001547,-0.005132579366779281,0.03346578834454819
18,15,-0.38020298280001547,-0.0058028775622082935,0.03295927512676925
18,16,-0.38020298280001547,-0.006495354230603207,0.03237538128961044
18,17,-0.38020298280001547,-0.007205740023031507,0.03171093168093649
18,18,-0.38020298280001547,-0.007929655174855627,0.030963532810147503
18,19,-0.38020298280001547,-0.008662636508438357,0.030131609913424475
18,20,-0.38020298280001547,-0.009400164950117128,0.029214434196325755
18,21,-0.38020298280001547,-0.010137693391795901,0.028212141240233406
18,22,-0.38020298280001547,-0.01087067472537863,0.0271257415874628
18,23,-0.38020298280001547,-0.011594589877202752,0.025957124570425056
18,24,-0.38020298280001547,-0.012304975669631053,0.024709056540928205
18,25,-0.38020298280001547,-0.012997452338025964,0.023385174809398817
18,26,-0.38020298280001547,-0.013667750533454977,0.02198997885342318
18,27,-0.38020298280001547,-0.014311737644646499,0.020528820752086133
18,28,-0.38020298280001547,-0.014925443276912588,0.019007897432658346
18,29,-0.38020298280001547,-0.015505083730952496,0.017434248327741254
18,30,-0.38020298280001547,-0.016047085330617057,0.015815763702856166
18,31,-0.38020298280001547,-0.01654810645581051,0.014161211735644106
18,32,-0.38020298280001547,-0.017005058144689618,0.012480297422756704
18,33,-0.38020298280001547,-0.017415123138140576,0.010783775708022046
18,34,-0.38020298280001547,-0.017775773249118314,0.009083659767060333
18,35,-0.38020298280001547,-0.018084784949760326,0.007393605407397015
18,36,-0.38020298280001547,-0.018340253080175332,0.005729648553729964
18,37,-0.38020298280001547,-0.018540602594387553,0.004111738665629951
18,38,-0.38020298280001547,-0.018684598271018895,0.0025674201997149615
18,39,-0.38020298280001547,-0.018771352328839502,0.0011434689435495195
18,40,-0.38020298280001547,-0.01880032990023426,0.0
19,0,-0.3671612547178428,-0.0,0.03997567752765011
19,1,-0.3671612547178428,-3.223529936735295e-05,0.039975556472323766
19,2,-0.3671612547178428,-0.00012874245612948628,0.03997405394792439
19,3,-0.3671612547178428,-0.0002889264715730775,0.03996828702951513
19,4,-0.3671612547178428,-0.000511799757976324,0.03995408674675728
19,5,-0.3671612547178428,-0.0007959882274156623,0.0399262484890379
19,6,-0.3671612547178428,-0.0011397397634747427,0.03987874745109913
19,7,-0.3671612547178428,-0.0015409350236247766,0.03980494201105409
19,8,-0.3671612547178428,-0.001997100505675977,0.039697769125167794
19,9,-0.3671612547178428,-0.0025054237977410825,0.039549931074466846
19,10,-0.3671612547178428,-0.003062770917689863,0.03935407162213151
19,11,-0.3671612547178428,-0.003665705635191112,0.03910293959039744
19,12,-0.3671612547178428,-0.004310510657215293,0.03878953828523343
19,13,-0.3671612547178428,-0.0049932105463821996,0.03840725976343699
19,14,-0.3671612547178428,-0.005709596230854368,0.03795000349661309
19,15,-0.3671612547178428,-0.006455250954664613,0.03741227946865439
19,16,-0.3671612547178428,-0.007225577508485289,0.036789296121910973
19,17,-0.3671612547178428,-0.008015826572952514,0.036077033841964624
19,18,-0.3671612547178428,-0.008821125999799373,0.03527230485538146
19,19,-0.3671612547178428,-0.009636510850270119,0.034372800528970945
19,20,-0.3671612547178428,-0.010456954005618621,0.03337712712479033
19,21,-0.3671612547178428,-0.011277397160967125,0.03228483110381499
19,22,-0.3671612547178428,-0.01209278201143787,0.031096415103082267
19,23,-0.3671612547178428,-0.012898081438284728,0.029813345755797575
19,24,-0.3671612547178428,-0.013688330502751957,0.028438054601991714
19,25,-0.3671612547178428,-0.01445865705657263,0.026973933473511593
19,26,-0.3671612547178428,-0.015204311780382876,0.025425325965148668
19,27,-0.3671612547178428,-0.015920697464855044,0.02379751697487703
19,28,-0.3671612547178428,-0.01660339735402195,0.02209672289457874
19,29,-0.3671612547178428,-0.017248202376046132,0.020330086003721996
19,30,-0.3671612547178428,-0.01785113709354738,0.018505678225613355
19,31,-0.3671612547178428,-0.01840848421349616,0.01663252214874204
19,32,-0.3671612547178428,-0.018916807505561267,0.01472064209300235
19,33,-0.3671612547178428,-0.019372972987612466,0.012781167134370301
19,34,-0.3671612547178428,-0.019774168247762503,0.010826526249866632
19,35,-0.3671612547178428,-0.020117919783821582,0.008870815305863877
19,36,-0.3671612547178428,-0.02040210825326092,0.006930510984258265
19,37,-0.3671612547178428,-0.020624981539664168,0.005025972417462708
19,38,-0.3671612547178428,-0.02078516555510776,0.003185086744073425
19,39,-0.3671612547178428,-0.020881672711869893,0.001454948547152213
19,40,-0.3671612547178428,-0.020913908011237246,0.0
20,0,-0.3535533905932738,-0.0,0.04476041377404679
20,1,-0.3535533905932738,-3.5606769174630046e-05,0.04476031522468377
20,2,-0.3535533905932738,-0.00014220754912610525,0.04475900856288813
20,3,-0.3535533905932738,-0.0003191451105976708,0.04475378450004919
20,4,-0.3535533905932738,-0.0005653285746851418,0.04474055112625914
20,5,-0.3535533905932738,-0.0008792401384681111,0.044714045111126394
20,6,-0.3535533905932738,-0.0012589444327696687,0.04466803279373245
20,7,-0.3535533905932738,-0.0017021004543509557,0.04459551260351593
20,8,-0.3535533905932738,-0.002205975998974593,0.044488918375734786
20,9,-0.3535533905932738,-0.002767464506352353,0.0443403201367771
20,10,-0.3535533905932738,-0.0033831042131223757,0.04414161835558996
20,11,-0.3535533905932738,-0.0040490994957714495,0.04388472801230045
20,12,-0.3535533905932738,-0.004761344271916137,0.04356174957295237
20,13,-0.3535533905932738,-0.005515447315666082,0.043165124811836236
20,14,-0.3535533905932738,-0.006306759330991861,0.04268777624461241
20,15,-0.3535533905932738,-0.007130401616181042,0.04212322964998808
20,16,-0.3535533905932738,-0.00798129614265658,0.04146571973302864
20,17,-0.3535533905932738,-0.00885419686271161,0.04071027941585801
20,18,-0.3535533905932738,-0.009743722053138053,0.03985281354554861
20,19,-0.3535533905932738,-0.010644387495339781,0.03889015800761718
20,20,-0.3535533905932738,-0.011550640287363974,0.03782012535344139
20,21,-0.3535533905932738,-0.012456893079388166,0.03664153811788234
20,22,-0.3535533905932738,-0.013357558521589897,0.035354251044728384
20,23,-0.3535533905932738,-0.014247083712016337,0.03395916347600042
20,24,-0.3535533905932738,-0.015119984432071371,0.03245822322014364
20,25,-0.3535533905932738,-0.015970878958546906,0.030854423319562906
20,26,-0.3535533905932738,-0.01679452124373609,0.029151793322743223
20,27,-0.3535533905932738,-0.017585833259061868,0.027355386978082995
20,28,-0.3535533905932738,-0.01833993630281181,0.02547126878198814
20,29,-0.3535533905932738,-0.0190521810789565,0.023506502663773857
20,30,-0.3535533905932738,-0.019718176361605572,0.021469147511408288
20,31,-0.3535533905932738,-0.020333816068375598,0.01936826668516852
20,32,-0.3535533905932738,-0.020895304575753358,0.01721396303265907
20,33,-0.3535533905932738,-0.021399180120376993,0.015017459130773873
20,34,-0.3535533905932738,-0.021842336141958282,0.012791258954422263
20,35,-0.3535533905932738,-0.02222204043625984,0.010549463042401485
20,36,-0.3535533905932738,-0.02253595200004281,0.008308396131126302
20,37,-0.3535533905932738,-0.02278213546413028,0.006087949728913327
20,38,-0.3535533905932738,-0.022959073025601847,0.003914887410390773
20,39,-0.3535533905932738,-0.023065673805553324,0.0018335921213742598
20,40,-0.3535533905932738,-0.02310128057472795,0.0
21,0,-0.3394003727664709,-0.0,0.04975352810076655
21,1,-0.3394003727664709,-3.907414243282511e-05,0.04975344971469916
21,2,-0.3394003727664709,-0.00015605566464973,0.049752335849427995
21,3,-0.3394003727664709,-0.0003502233366659466,0.0497476874796831
21,4,-0.3394003727664709,-0.000620380050216189,0.049735555841295645
21,5,-0.3394003727664709,-0.0009648601993251974,0.049710700490225496
21,6,-0.3394003727664709,-0.001381539949322441,0.049666764626983856
21,7,-0.3394003727664709,-0.00186785033098911,0.04959646760571315
21,8,-0.3394003727664709,-0.002420793079107618,0.049491809453430964
21,9,-0.3394003727664709,-0.0030369591177636913,0.04934428099401692
21,10,-0.3394003727664709,-0.003712549578433014,0.04914507325979124
21,11,-0.3394003727664709,-0.004443399221268937,0.04888528060155731
21,12,-0.3394003727664709,-0.0052250021151912076,0.04855609294761129
21,13,-0.3394003727664709,-0.006052539418449457,0.04814897380510121
21,14,-0.3394003727664709,-0.006920909088385023,0.04765582170348365
21,15,-0.3394003727664709,-0.007824757337220533,0.04706911376246604
21,16,-0.3394003727664709,-0.008758511639941876,0.04638203088095595
21,17,-0.3394003727664709,-0.009716415090767956,0.045588564676839465
21,18,-0.3394003727664709,-0.010692561896389216,0.044683606770058976
21,19,-0.3394003727664709,-0.011680933787147244,0.04366302131722218
21,20,-0.3394003727664709,-0.012675437121668513,0.0425237019051096
21,21,-0.3394003727664709,-0.013669940456189782,0.04126361402476945
21,22,-0.3394003727664709,-0.01465831234694781,0.03988182440788582
21,23,-0.3394003727664709,-0.015634459152569072,0.03837851854089312
21,24,-0.3394003727664709,-0.016592362603395156,0.03675500770611716
21,25,-0.3394003727664709,-0.017526116906116496,0.035013726959352294
21,26,-0.3394003727664709,-0.018429965154952006,0.03315822556976649
21,27,-0.3394003727664709,-0.019298334824887572,0.031193151660903067
21,28,-0.3394003727664709,-0.02012587212814582,0.029124233161869812
21,29,-0.3394003727664709,-0.02090747502206809,0.026958257808021927
21,30,-0.3394003727664709,-0.021638324664904014,0.024703056004523362
21,31,-0.3394003727664709,-0.022313915125573337,0.022367492233466974
21,32,-0.3394003727664709,-0.022930081164229413,0.019961474047234574
21,33,-0.3394003727664709,-0.023483023912347918,0.017495994047440625
21,34,-0.3394003727664709,-0.02396933429401459,0.01498323305813067
21,35,-0.3394003727664709,-0.024386014044011833,0.012436780716596214
21,36,-0.3394003727664709,-0.02473049419312084,0.00987209790599884
21,37,-0.3394003727664709,-0.025000650906671085,0.007307537664569643
21,38,-0.3394003727664709,-0.0251948185786873,0.00476691335669377
21,39,-0.3394003727664709,-0.025311800100904207,0.0022880032347118956
21,40,-0.3394003727664709,-0.02535087424333703,0.0
22,0,-0.32472402416509183,-0.0,0.05492913590257461
22,1,-0.32472402416509183,-4.2617865492121604e-05,0.05492907482337449
22,2,-0.32472402416509183,-0.00017020870865584782,0.05492814203887171
22,3,-0.32472402416509183,-0.00038198588951481646,0.05492407156615767
22,4,-0.32472402416509183,-0.0006766437313259698,0.054913112286091366
22,5,-0.32472402416509183,-0.001052365570510868,0.05489012208121502
22,6,-0.32472402416509183,-0.0015068349569907454,0.054848706663280296
22,7,-0.32472402416509183,-0.0020372499358715483,0.054781392796208764
22,8,-0.32472402416509183,-0.0026403403224275986,0.05467982635443332
22,9,-0.32472402416509183,-0.0033123878638778724,0.05453498592553587
22,10,-0.32472402416509183,-0.0040492491636508424,0.05433740327093745
22,11,-0.32472402416509183,-0.004846381226802164,0.05407738295174963
22,12,-0.32472402416509183,-0.0056988694690891985,0.05374521469695058
22,13,-0.32472402416509183,-0.006601458017017139,0.05333137348817869
22,14,-0.32472402416509183,-0.007548582112046861,0.052826703721252956
22,15,-0.32472402416509183,-0.008534402419181786,0.05222258507355672
22,16,-0.32472402416509183,-0.00955284102840991,0.05151107879264571
22,17,-0.32472402416509183,-0.010597618927040132,0.05068505399560245
22,18,-0.32472402416509183,-0.011662294711903498,0.049738294230638996
22,19,-0.32472402416509183,-0.012740304302745696,0.04866558502203743
22,20,-0.32472402416509183,-0.013825001411964619,0.04746278342777328
22,21,-0.32472402416509183,-0.014909698521183542,0.046126870821564164
22,22,-0.32472402416509183,-0.01598770811202574,0.04465599020282739
22,23,-0.32472402416509183,-0.017052383896889105,0.043049469371460876
22,24,-0.32472402416509183,-0.01809716179551933,0.041307831308156524
22,25,-0.32472402416509183,-0.01911560040474745,0.039432793100790266
22,26,-0.32472402416509183,-0.020101420711882378,0.037427254778036656
22,27,-0.32472402416509183,-0.0210485448069121,0.035295279480206
22,28,-0.32472402416509183,-0.02195113335484004,0.03304206655095607
22,29,-0.32472402416509183,-0.022803621597127073,0.030673919429014013
22,30,-0.32472402416509183,-0.023600753660278397,0.028198210755783167
22,31,-0.32472402416509183,-0.024337614960051365,0.025623348079978837
22,32,-0.32472402416509183,-0.02500966250150164,0.02295874531028957
22,33,-0.32472402416509183,-0.025612752888057692,0.020214808447805006
22,34,-0.32472402416509183,-0.026143167866938495,0.017402950987112684
22,35,-0.32472402416509183,-0.026597637253418373,0.014535669449359074
22,36,-0.32472402416509183,-0.02697335909260327,0.01162674639387112
22,37,-0.32472402416509183,-0.027268016934414423,0.008691752797519783
22,38,-0.32472402416509183,-0.027479794115273393,0.005749389893686478
22,39,-0.32472402416509183,-0.02760738495843712,0.002826092518860719
22,40,-0.32472402416509183,-0.02765000282392924,0.0
23,0,-0.309546974654917,-0.0,0.06025810854164808
23,1,-0.309546974654917,-4.621676051167154e-05,0.060258061780406304
23,2,-0.309546974654917,-0.0001845821003494979,0.06025729256836713
23,3,-0.309546974654917,-0.00041424295118223757,0.06025377751953804
23,4,-0.309546974654917,-0.0007337833774945206,0.06024400405131547
23,5,-0.309546974654917,-0.0011412333063001584,0.060222993923040036
23,6,-0.309546974654917,-0.001634080673297214,0.06018439646653904
23,7,-0.309546974654917,-0.002209286910579771,0.06012063346807398
23,8,-0.309546974654917,-0.002863305680419499,0.06002308266552036
23,9,-0.309546974654917,-0.0035921047396170252,0.059882288121865114
23,10,-0.309546974654917,-0.0043911907996221165,0.05968818659834206
23,11,-0.309546974654917,-0.005255637229151763,0.05943034012807678
23,12,-0.309546974654917,-0.006180114428510307,0.05909816636275845
23,13,-0.309546974654917,-0.007158922688343837,0.058681159833907204
23,14,-0.309546974654917,-0.008186027330243704,0.05816909889482118
23,15,-0.309546974654917,-0.009255095912545646,0.057552234657935
23,16,-0.309546974654917,-0.010359537271938392,0.056821459618346615
23,17,-0.309546974654917,-0.011492542160177264,0.05596845480175776
23,18,-0.309546974654917,-0.012647125225363914,0.05498581517507984
23,19,-0.309546974654917,-0.013816168078963633,0.05386715371972034
23,20,-0.309546974654917,-0.014992463183037786,0.05260718501846176
23,21,-0.309546974654917,-0.016168758287111937,0.05120178948333249
23,22,-0.309546974654917,-0.017337801140711658,0.04964805949246813
23,23,-0.309546974654917,-0.01849238420589831,0.04794432874452204
23,24,-0.309546974654917,-0.01962538909413718,0.04609018611013655
23,25,-0.309546974654917,-0.020729830453529923,0.044086475185066976
23,26,-0.309546974654917,-0.02179889903583187,0.041935280645406796
23,27,-0.309546974654917,-0.022826003677731736,0.03963990238144776
23,28,-0.309546974654917,-0.023804811937565264,0.0372048182448398
23,29,-0.309546974654917,-0.024729289136923807,0.034635636076426356
23,30,-0.309546974654917,-0.025593735566453456,0.03193903546830146
23,31,-0.309546974654917,-0.02639282162645855,0.029122699408096336
23,32,-0.309546974654917,-0.027121620685656076,0.02619523546255455
23,33,-0.309546974654917,-0.027775639455495802,0.023166085278944162
23,34,-0.309546974654917,-0.02835084569277836,0.02004541944854475
23,35,-0.309546974654917,-0.028843693059775417,0.01684401099437088
23,36,-0.309546974654917,-0.029251142988581055,0.013573071487027783
23,37,-0.309546974654917,-0.02957068341489334,0.010244007438054054
23,38,-0.309546974654917,-0.029800344265726076,0.006867961178547062
23,39,-0.309546974654917,-0.029938709605563905,0.0034545180653121075
23,40,-0.309546974654917,-0.029984926366075575,0.0
24,0,-0.29389262614623657,-0.0,0.06570822784464755
24,1,-0.29389262614623657,-4.98481527852248e-05,0.06570819255886516
24,2,-0.29389262614623657,-0.0001990852807027839,0.0657075663050853
24,3,-0.29389262614623657,-0.0004467912872326881,0.0657045663200449
24,4,-0.29389262614623657,-0.000791438982474071,0.06569594517623363
24,5,-0.29389262614623657,-0.001230903498778782,0.06567694150999857
24,6,-0.29389262614623657,-0.0017624753912670215,0.06564132093585909
24,7,-0.29389262614623657,-0.0023828773424560087,0.0655814845729716
24,8,-0.29389262614623657,-0.0030882843680120806,0.06548863003031395
24,9,-0.29389262614623657,-0.0038743473990510437,0.06535295141790816
24,10,-0.29389262614623657,-0.004736220095594059,0.06516386573733601
24,11,-0.29389262614623657,-0.005668588725865186,0.0649102539288435
24,12,-0.29389262614623657,-0.00666570492721477,0.06458070614618722
24,13,-0.29389262614623657,-0.007721421146686708,0.06416376244319838
24,14,-0.29389262614623657,-0.008829228542726688,0.06364814183927876
24,15,-0.29389262614623657,-0.009982297114354784,0.063022954521732
24,16,-0.29389262614623657,-0.011173517810392698,0.06227789360460024
24,17,-0.29389262614623657,-0.012395546359128276,0.06140340430358962
24,18,-0.29389262614623657,-0.01364084854819284,0.060390829556906944
24,19,-0.29389262614623657,-0.014901746675485805,0.059232532012627494
24,20,-0.29389262614623657,-0.01617046688476123,0.05792199293194524
24,21,-0.29389262614623657,-0.017439187094036662,0.056453888957549186
24,22,-0.29389262614623657,-0.018700085221329623,0.054824147906715914
24,23,-0.29389262614623657,-0.01994538741039419,0.053029984807359785
24,24,-0.29389262614623657,-0.02116741595912977,0.05106991933324387
24,25,-0.29389262614623657,-0.02235863665516768,0.048943775631973614
24,26,-0.29389262614623657,-0.023511705226795777,0.046652665281759466
24,27,-0.29389262614623657,-0.02461951262283576,0.04419895374578148
24,28,-0.29389262614623657,-0.025675228842307694,0.04158621017231811
24,29,-0.29389262614623657,-0.02667234504365728,0.038819139621966155
24,30,-0.29389262614623657,-0.02760471367392841,0.03590349560930227
24,31,-0.29389262614623657,-0.028466586370471423,0.03284596887033218
24,32,-0.29389262614623657,-0.02925264940151039,0.02965404478617486
24,33,-0.29389262614623657,-0.02995805642706646,0.026335815347164365
24,34,-0.29389262614623657,-0.030578458378255447,0.022899718298659315
24,35,-0.29389262614623657,-0.031110030270743688,0.019354146880871295
24,36,-0.29389262614623657,-0.0315494947870484,0.01570680151208439
24,37,-0.29389262614623657,-0.03189414248228978,0.011963448397660698
24,38,-0.29389262614623657,-0.03214184848881969,0.008125013365434796
24,39,-0.29389262614623657,-0.03229108561673725,0.004178099555350657
24,40,-0.29389262614623657,-0.03234093376952247,0.0
25,0,-0.27778511650980114,-0.0,0.07124440575080258
25,1,-0.27778511650980114,-5.34880351125022e-05,0.07124437941624688
25,2,-0.27778511650980114,-0.00021362236892696204,0.07124387463747191
25,3,-0.27778511650980114,-0.00047941572002534747,0.07124133814274583
25,4,-0.27778511650980114,-0.0008492293840128747,0.0712338005857893
25,5,-0.27778511650980114,-0.0013207833366755395,0.07121675650097645
25,6,-0.27778511650980114,-0.0018911702910875752,0.07118414900448287
25,7,-0.27778511650980114,-0.002556873622002123,0.07112843559175791
25,8,-0.27778511650980114,-0.0033137890470152738,0.07104071938975809
25,9,-0.27778511650980114,-0.0041572499308319,0.07091093173093765
25,10,-0.27778511650980114,-0.005082056056624067,0.07072805226606899
25,11,-0.27778511650980114,-0.006082505687097024,0.07048035333722258
25,12,-0.27778511650980114,-0.007152430717595641,0.0701556563345775
25,13,-0.27778511650980114,-0.008285234704520719,0.06974158925114557
25,14,-0.27778511650980114,-0.009473933534597315,0.06922583647392763
25,15,-0.27778511650980114,-0.010711198484255533,0.06859637381206177
25,16,-0.27778511650980114,-0.011989401403648384,0.06784168367982876
25,17,-0.27778511650980114,-0.01330066174673221,0.06695094708547282
25,18,-0.27778511650980114,-0.014636895157453585,0.06591421053840511
25,19,-0.27778511650980114,-0.015989863312492716,0.06472252713887393
25,20,-0.27778511650980114,-0.01735122471326622,0.06336807195499608
25,21,-0.27778511650980114,-0.018712586114039722,0.06184423234633269
25,22,-0.27778511650980114,-0.020065554269078856,0.06014567419717464
25,23,-0.27778511650980114,-0.021401787679800232,0.058268385113777584
25,24,-0.27778511650980114,-0.02271304802288406,0.056209695547730414
25,25,-0.27778511650980114,-0.023991250942276908,0.053968278546981836
25,26,-0.27778511650980114,-0.02522851589193513,0.05154412839779172
25,27,-0.27778511650980114,-0.026417214722011723,0.04893851776049282
25,28,-0.27778511650980114,-0.0275500187089368,0.04615393191814039
25,29,-0.27778511650980114,-0.028619943739435418,0.043193977250502676
25,30,-0.27778511650980114,-0.029620393369908377,0.040063258634372434
25,31,-0.27778511650980114,-0.03054519949570054,0.036767216408813766
25,32,-0.27778511650980114,-0.03138866037951717,0.03331190630969274
25,33,-0.27778511650980114,-0.03214557580453032,0.029703692079852524
25,34,-0.27778511650980114,-0.03281127913544487,0.025948792615480845
25,35,-0.27778511650980114,-0.033381666089856904,0.022052563789400494
25,36,-0.27778511650980114,-0.033853220042519575,0.018018242259838745
25,37,-0.27778511650980114,-0.034223033706507096,0.013844438697495529
25,38,-0.27778511650980114,-0.03448882705760548,0.009519087598207085
25,39,-0.27778511650980114,-0.034648961391419944,0.004999248306036464
25,40,-0.27778511650980114,-0.034702449426532445,0.0
26,0,-0.26124928235797445,-0.0,0.07682897078289383
26,1,-0.26124928235797445,-5.711126898677714e-05,0.0768289512729878
26,2,-0.26124928235797445,-0.00022809296598237923,0.07682854727278743
26,3,-0.26124928235797445,-0.0005118909319676485,0.07682641734895723
26,4,-0.26124928235797445,-0.0009067554581098813,0.07681987103207447
26,5,-0.26124928235797445,-0.0014102520732996325,0.07680468358552639
26,6,-0.26124928235797445,-0.002019276553474643,0.07677502350978908
26,7,-0.26124928235797445,-0.002730074060193444,0.07672347127988502
26,8,-0.26124928235797445,-0.0035382622904629583,0.07664111487298692
26,9,-0.26124928235797445,-0.0044388584950937155,0.07651770837294487
26,10,-0.26124928235797445,-0.005426310199005538,0.07634187952006151
26,11,-0.26124928235797445,-0.0064945294340828,0.07610137189805295
26,12,-0.26124928235797445,-0.007636930273522306,0.07578330793585304
26,13,-0.26124928235797445,-0.008846469436262083,0.0753744600801316
26,14,-0.26124928235797445,-0.010115689711151255,0.07486151921239811
26,15,-0.26124928235797445,-0.011436765933136559,0.07423135141625327
26,16,-0.26124928235797445,-0.012801553228007037,0.07347123631539018
26,17,-0.26124928235797445,-0.01420163722825198,0.07256908220828147
26,18,-0.26124928235797445,-0.015628385950434705,0.07151361498456671
26,19,-0.26124928235797445,-0.01707300301424086,0.07029453924318844
26,20,-0.26124928235797445,-0.018526581875088155,0.0689026711154984
26,21,-0.26124928235797445,-0.019980160735935455,0.06733004303576087
26,22,-0.26124928235797445,-0.02142477779974161,0.0655699811246821
26,23,-0.26124928235797445,-0.022851526521924334,0.06361715599224728
26,24,-0.26124928235797445,-0.02425161052216928,0.061467607650276104
26,25,-0.26124928235797445,-0.025616397817039754,0.059118744859174635
26,26,-0.26124928235797445,-0.02693747403902506,0.05656931859036528
26,27,-0.26124928235797445,-0.028206694313914232,0.05381936828504851
26,28,-0.26124928235797445,-0.029416233476654008,0.05087013806122078
26,29,-0.26124928235797445,-0.030558634316093514,0.047723957636538965
26,30,-0.26124928235797445,-0.03162685355117078,0.04438407887015805
26,31,-0.26124928235797445,-0.0326143052550826,0.04085445226247936
26,32,-0.26124928235797445,-0.03351490145971336,0.0371394159967741
26,33,-0.26124928235797445,-0.03432308968998287,0.033243247755966425
26,34,-0.26124928235797445,-0.035033887196701675,0.0291694839481891
26,35,-0.26124928235797445,-0.035642911676876686,0.02491980953748605
26,36,-0.26124928235797445,-0.03614640829206644,0.02049206948670098
26,37,-0.26124928235797445,-0.03654127281820867,0.015876223525160344
26,38,-0.26124928235797445,-0.03682507078419394,0.011044430095474457
26,39,-0.26124928235797445,-0.03699605248118954,0.005917458479798533
26,40,-0.26124928235797445,-0.03705316375017632,0.0
27,0,-0.24431062074847748,-0.0,0.08242202107957855
27,1,-0.24431062074847748,-6.0691821280108495e-05,0.08242200667626544
27,2,-0.24431062074847748,-0.0002423930998601617,0.08242168461326628
27,3,-0.24431062074847748,-0.0005439835869359114,0.08241990366455548
27,4,-0.24431062074847748,-0.0009636038768655169,0.08241424309723147
27,5,-0.24431062074847748,-0.0014986668710236578,0.08240077038507912
27,6,-0.24431062074847748,-0.002145873728124848,0.08237391320932419
27,7,-0.24431062074847748,-0.0029012342026769403,0.08232642901022828
27,8,-0.24431062074847748,-0.0037600912461714757,0.08224946038555396
27,9,-0.24431062074847748,-0.00471714971933636,0.0821326641622573
27,10,-0.24431062074847748,-0.005766509038430293,0.08196440052068124
27,11,-0.24431062074847748,-0.006901699554303681,0.08173196747119127
27,12,-0.24431062074847748,-0.00811572243993701,0.08142186574134151
